Gene_Name	Accession-1	Left-End-Position	Right-End-Position	Product
yciN	BW25113_RS06635	1324674	1324925	protein_YciN
yqeA	BW25113_RS14945	3004820	3005752	putative_amino_acid_kinase_YqeA
BW25113_RS05345	BW25113_RS05345	1089731	1090893	IS3-like_element_IS3_family_transposase
prkB	BW25113_RS17390	3477849	3478718	putative_phosphoribulokinase
yedJ	BW25113_RS10250	2025865	2026560	putative_HD_superfamily_phosphohydrolase_YedJ
yhbE	BW25113_RS16505	3325129	3326094	putative_transporter_YhbE
BW25113_RS15150	BW25113_RS15150	3052740	3052970	hypothetical_protein
ompT	BW25113_RS02925	580136	581089	DLP12_prophage;_omptin_family_outer_membrane_protease_OmpT
rrf	BW25113_RS19535	3940062	3940177	5S_ribosomal_RNA
cpsB	BW25113_RS10700	2116565	2118001	mannose-1-phosphate_guanylyltransferase
narG	BW25113_RS06390	1275320	1279063	nitrate_reductase_A_subunit_&alpha;
ydiY	BW25113_RS09010	1799582	1800340	acid-inducible_putative_outer_membrane_protein_YdiY
yliI	BW25113_RS04345	874198	875313	aldose_sugar_dehydrogenase_YliI
agaI	BW25113_RS16285	3279629	3280384	putative_deaminase_AgaI
BW25113_RS01800	BW25113_RS01800	366055	367206	IS30-like_element_IS30_family_transposase
malK	BW25113_RS20950	4236712	4237827	maltose_ABC_transporter_ATP_binding_subunit
opgC	BW25113_RS05450	1103240	1104397	osmoregulated_periplasmic_glucans_(OPG)_biosynthesis_protein_C
fliN	BW25113_RS10175	2014569	2014982	flagellar_motor_switch_protein_FliN
yjbT	BW25113_RS25330	4229705	4229983	PF17089_family_protein_YjbT
ydaS	BW25113_RS07120	1414622	1414918	Rac_prophage;_putative_DNA-binding_transcriptional_regulator_YdaS
rssB	BW25113_RS06440	1285698	1286711	regulator_of_RpoS
yjeH	BW25113_RS21515	4358973	4360229	L-methionine/branched_chain_amino_acid_exporter
queC	BW25113_RS02300	460308	461003	7-cyano-7-deazaguanine_synthase
yebY	BW25113_RS09640	1917622	1917963	DUF2511_domain-containing_protein_YebY
yqiB	BW25113_RS15740	3170217	3170639	DUF1249_domain-containing_protein_YqiB
ycaO	BW25113_RS04695	950328	952088	ribosomal_protein_S12_methylthiotransferase_accessory_factor_YcaO
csgC	BW25113_RS05430	1100417	1100749	curli_assembly_protein_CsgC
yhaL	BW25113_RS16135	3248402	3248566	uncharacterized_protein_YhaL
diaA	BW25113_RS16325	3289168	3289758	DnaA_initiator-associating_protein_DiaA
ymcE	BW25113_RS05150	1047303	1047533	protein_YmcE
topAI	BW25113_RS22385	4523613	4523870	KpLE2_phage-like_element;_toxin_of_the_TopAI-YjhQ_toxin-antitoxin_system,_TopA_inhibitor
srlE	BW25113_RS14070	2819751	2820710	sorbitol-specific_PTS_enzyme_IIBC<sub>1</sub>_component
lsrD	BW25113_RS07940	1598304	1599296	Autoinducer-2_ABC_transporter_membrane_subunit_LsrD
yqjF	BW25113_RS16105	3243921	3244313	DoxX_family_protein
sppA	BW25113_RS09245	1843094	1844950	protease_IV,_a_signal_peptide_peptidase
hda	BW25113_RS13020	2611434	2612135	inibitor_of_reinitiation_of_DNA_replication
secM	BW25113_RS00485	104192	104704	SecA_translation_regulator
ypjJ	BW25113_RS24195	2770236	2770436	CP4-57_prophage;_DUF987_domain-containing_protein_YpjJ
ybjJ	BW25113_RS04385	881587	882795	inner_membrane_protein_YbjJ
mukE	BW25113_RS04785	971078	971782	chromosome_partitioning_protein_MukE
pqiC	BW25113_RS04935	1010352	1010915	intermembrane_transport_lipoprotein_PqiC
wcaD	BW25113_RS10735	2123142	2124359	colanic_acid_polymerase
pal	BW25113_RS03845	774523	775044	peptidoglycan-associated_outer_membrane_lipoprotein_Pal
ydcJ	BW25113_RS07465	1489545	1490888	DUF1338_domain-containing_protein_YdcJ
rob	BW25113_RS22900	4624258	4625127	DNA-binding_transcriptional_dual_regulator_Rob
truD	BW25113_RS14285	2863614	2864663	tRNA_pseudouridine<sup>13</sup>_synthase
glmM	BW25113_RS16465	3316092	3317429	phosphoglucosamine_mutase
sufE	BW25113_RS08785	1753131	1753547	sulfur_carrier_protein_SufE
ampG	BW25113_RS02240	447526	449001	muropeptide:H<sup>+</sup>_symporter
sapB	BW25113_RS06775	1348762	1349727	putrescine_ABC_exporter_membrane_subunit_SapB
hycC	BW25113_RS14170	2840774	2842600	hydrogenase_3_membrane_subunit_HycC
BW25113_RS25930	BW25113_RS25930	2071628	2071741	DUF957_domain-containing_protein
cvrA	BW25113_RS06200	1235791	1237527	potassium/proton_antiporter
ymgJ	BW25113_RS23645	1218720	1218905	uncharacterized_protein_YmgJ
ymgD	BW25113_RS06090	1217761	1218096	PF16456_family_protein_YmgD
hyaF	BW25113_RS05070	1032205	1033062	protein_HyaF
yhaI	BW25113_RS16120	3246270	3246626	putative_inner_membrane_protein
yraJ	BW25113_RS16300	3282173	3284689	putative_fimbrial_usher_protein_YraJ
puuE	BW25113_RS06825	1359807	1361072	4-aminobutyrate_aminotransferase_PuuE
yifK	BW25113_RS19710	3974247	3975632	threonine/serine:H<sup>+</sup>_symporter_ThrP
BW25113_RS19145	BW25113_RS19145	3855347	3856963	PTS_sugar_transporter_subunit_IIB
emrK	BW25113_RS12355	2475655	2476818	tripartite_efflux_pump_membrane_fusion_protein_EmrK
fdnG	BW25113_RS07730	1541658	1544705	formate_dehydrogenase_N_subunit_&alpha;
yfcH	BW25113_RS12035	2415187	2416080	epimerase_family_protein_YfcH
malX	BW25113_RS08480	1693612	1695204	PTS_enzyme_IIBC_component_MalX
nupX	BW25113_RS11280	2246374	2247624	NupC/NupG_family_nucleoside_CNT_transporter
gltP	BW25113_RS21170	4284409	4285722	glutamate/aspartate_:_H<sup>+</sup>_symporter_GltP
hcaF	BW25113_RS13240	2663749	2664267	putative_3-phenylpropionate/cinnamate_dioxygenase_subunit_&beta;
fimH	BW25113_RS22475	4538625	4539527	type_1_fimbriae_D-mannose_specific_adhesin
mcbA	BW25113_RS25500	837252	837512	DUF1471_domain-containing_protein_McbA
thiM	BW25113_RS10975	2177992	2178780	hydroxyethylthiazole_kinase
tdcD	BW25113_RS16165	3255811	3257019	propionate_kinase
rhsD	BW25113_RS02565	518717	522997	protein_RhsD
bglH	BW25113_RS19340	3893964	3895580	carbohydrate-specific_outer_membrane_porin,_cryptic
gap	BW25113_RS25590	1483970	1484970	type_I_glyceraldehyde-3-phosphate_dehydrogenase
wcaJ	BW25113_RS10690	2113641	2115035	UDP-glucose:undecaprenyl-phosphate_glucose-1-phosphate_transferase
ynfD	BW25113_RS08300	1651822	1652127	DUF1161_domain-containing_protein_YnfD
narX	BW25113_RS06375	1271278	1273074	sensor_histidine_kinase_NarX
nadK	BW25113_RS13650	2744190	2745068	NAD_kinase
tldE	BW25113_RS21995	4447776	4449128	metalloprotease_subunit_TldE
yghS	BW25113_RS15505	3126603	3127316	putative_ATP-binding_protein_YghS
mngR	BW25113_RS03780	760609	761331	DNA-binding_transcriptional_repressor_MngR
ypjK	BW25113_RS13745	2763804	2764040	CP4-57_prophage;_uncharacterized_protein_YpjK
zur	BW25113_RS21010	4249416	4249931	DNA-binding_transcriptional_repressor_Zur
BW25113_RS07175	BW25113_RS07175	1421646	1421861	Ail/Lom_family_outer_membrane_beta-barrel_protein
cusF	BW25113_RS02970	592587	592919	copper/silver_export_system_periplasmic_binding_protein
pheA	BW25113_RS13570	2731104	2732264	fused_chorismate_mutase/prephenate_dehydratase
mlrA	BW25113_RS11095	2208345	2209076	DNA-binding_transcriptional_activator_MlrA
rplO	BW25113_RS17115	3437464	3437898	50S_ribosomal_protein_L15
ymiC	BW25113_RS25560	1329829	1329924	protein_YmiC
BW25113_RS06005	BW25113_RS06005	1204575	1205069	phage_tail_protein
yfdR	BW25113_RS12315	2468463	2468999	CPS-53_(KpLE1)_prophage;_5'-deoxynucleotidase
pepT	BW25113_RS05865	1181300	1182526	peptidase_T
csgF	BW25113_RS05400	1097167	1097583	curli_assembly_component_CsgF
proP	BW25113_RS21345	4320319	4321821	osmolyte:H<sup>+</sup>_symporter_ProP
tsaB	BW25113_RS09455	1884829	1885524	N<sup>6</sup>-L-threonylcarbamoyladenine_synthase,_TsaB_subunit
leuO	BW25113_RS00380	80855	81799	DNA-binding_transcriptional_dual_regulator_LeuO
yfgH	BW25113_RS13070	2623151	2623669	lipoprotein_YfgH
ribE	BW25113_RS02150	430103	430573	6,7-dimethyl-8-ribityllumazine_synthase
cbpM	BW25113_RS05195	1058006	1058311	chaperone_modulator_CbpM
ilvC	BW25113_RS19600	3951330	3952805	ketol-acid_reductoisomerase_(NADP<sup>+</sup>)
ais	BW25113_RS11765	2358497	2359099	putative_lipopolysaccharide_core_heptose(II)-phosphate_phosphatase
nrdI	BW25113_RS13920	2794324	2794734	dimanganese-tyrosyl_radical_cofactor_maintenance_flavodoxin_NrdI
BW25113_RS09995	BW25113_RS09995	1985395	1985468	tRNA-Cys
htpG	BW25113_RS02445	490576	492450	chaperone_protein_HtpG
galT	BW25113_RS03935	785439	786485	galactose-1-phosphate_uridylyltransferase
yfcU	BW25113_RS12200	2445835	2448480	fimbrial_usher_protein_YfcU
yidH	BW25113_RS19110	3849320	3849667	DUF202_domain-containing_inner_membrane_protein_YidH
yadV	BW25113_RS00700	151948	152688	putative_fimbrial_chaperone_YadV
pyrE	BW25113_RS18910	3808487	3809128	orotate_phosphoribosyltransferase
BW25113_RS25765	BW25113_RS25765	3744278	3744466	hypothetical_protein
yhdN	BW25113_RS17075	3432500	3432868	DUF1992_domain-containing_protein_YhdN
gcvH	BW25113_RS15100	3042519	3042908	glycine_cleavage_system_H_protein
bluF	BW25113_RS06040	1209720	1210931	blue_light-_and_temperature-regulated_antirepressor_BluF
BW25113_RS05980	BW25113_RS05980	1201587	1202378	baseplate_J/gp47_family_protein
mnmA	BW25113_RS05895	1188123	1189229	tRNA-specific_2-thiouridylase
ansP	BW25113_RS07630	1518738	1520237	L-asparagine_transporter
asnC	BW25113_RS19455	3919905	3920363	DNA-binding_transcriptional_dual_regulator_AsnC
mlaE	BW25113_RS16555	3331825	3332607	intermembrane_phospholipid_transport_system,_integral_membrane_subunit_MlaE
ydiL	BW25113_RS08835	1764872	1765228	DUF1870_domain-containing_protein_YdiL
BW25113_RS20790	BW25113_RS20790	4198075	4199616	16S_ribosomal_RNA
ygcU	BW25113_RS14420	2891323	2892777	FAD-binding_oxidoreductase
yfbK	BW25113_RS11860	2377474	2379201	IPR002035/DUF3520_domain-containing_protein_YfbK
yaeQ	BW25113_RS00955	210778	211323	uncharacterized_protein_YaeQ
katG	BW25113_RS20455	4123763	4125943	catalase/hydroperoxidase_HPI
ygaH	BW25113_RS13960	2803703	2804038	L-valine_exporter,_YgaH_component
yafQ	BW25113_RS01140	242448	242726	ribosome-dependent_mRNA_interferase_toxin_YafQ
pyrD	BW25113_RS04900	1000224	1001234	dihydroorotate_dehydrogenase,_type_2
bglX	BW25113_RS11125	2213171	2215468	putative_periplasmic_glycoside_hydrolase
yncG	BW25113_RS07635	1520504	1521121	putative_glutathione_<i>S</i>-transferase_YncG
osmF	BW25113_RS11120	2212043	2212960	glycine_betaine_ABC_transporter_periplasmic_binding_protein_OsmF
htpX	BW25113_RS09585	1905952	1906833	protease_HtpX
bhsA	BW25113_RS05785	1164529	1164786	DUF1471_domain-containing_multiple_stress_resistance_outer_membrane_protein_BhsA
pgi	BW25113_RS20880	4223686	4225335	glucose-6-phosphate_isomerase
pyrF	BW25113_RS06700	1336178	1336915	orotidine-5'-phosphate_decarboxylase
ydiF	BW25113_RS08860	1769844	1771439	putative_acetate-CoA_transferase_YdiF
yecN	BW25113_RS09800	1946523	1946918	MAPEG_family_inner_membrane_protein_YecN
uacT	BW25113_RS15015	3024726	3026174	urate:H<sup>+</sup>_symporter
patA	BW25113_RS15960	3212853	3214232	putrescine_aminotransferase
yggR	BW25113_RS15320	3087459	3088439	Type_II/IV_secretion_system_family_protein
cof	BW25113_RS02310	462868	463686	HMP-PP_phosphatase
elaB	BW25113_RS11840	2374201	2374506	tail-anchored_inner_membrane_protein_ElaB
ubiJ	BW25113_RS19905	4012984	4013589	ubiquinone_biosynthesis_accessory_factor_UbiJ
ytfI	BW25113_RS21900	4427524	4428462	protein_YtfI
fabB	BW25113_RS12130	2433864	2435084	3-oxoacyl-[acyl_carrier_protein]_synthase_1
narJ	BW25113_RS06400	1280595	1281305	nitrate_reductase_1_molybdenum_cofactor_assembly_chaperone
yncE	BW25113_RS07625	1517564	1518625	PQQ-like_domain-containing_protein_YncE
ynbA	BW25113_RS07385	1471878	1472483	CDP-alcohol_phosphatidyltransferase_domain-containing_protein_YnbA
ynfL	BW25113_RS08345	1662956	1663849	putative_DNA-binding_transcriptional_regulator_YnfL
yaaJ	BW25113_RS00040	6529	7959	putative_transporter_YaaJ
phnM	BW25113_RS21270	4305899	4307035	RPnTP_hydrolase
mazE	BW25113_RS14475	2904450	2904698	antitoxin_of_the_MazF-MazE_toxin-antitoxin_system_MazE
hupA	BW25113_RS20755	4190209	4190481	DNA-binding_protein_HU-&alpha;
yqaE	BW25113_RS13880	2790229	2790387	Pmp3_family_protein_YqaE
eutH	BW25113_RS12785	2560240	2561466	putative_ethanolamine_permease_EutH
dpiA	BW25113_RS03225	649318	649998	DNA-binding_transcriptional_dual_regulator_DpiA
uvrC	BW25113_RS10010	1986355	1988187	UvrABC_excision_nuclease_subunit_C
rplT	BW25113_RS08980	1793650	1794006	50S_ribosomal_protein_L20
feoB	BW25113_RS17665	3533766	3536087	Fe<sup>2+</sup>_transporter_FeoB
leuA	BW25113_RS00370	78445	80016	2-isopropylmalate_synthase
BW25113_RS03460	BW25113_RS03460	692321	692395	tRNA-Gln
envZ	BW25113_RS17640	3527875	3529227	sensor_histidine_kinase_EnvZ
grcA	BW25113_RS13465	2709425	2709808	stress-induced_alternate_pyruvate_formate-lyase_subunit
eutQ	BW25113_RS12825	2567661	2568362	putative_ethanolamine_utilization_acetate_kinase_EutQ
selB	BW25113_RS18640	3751377	3753221	selenocysteyl-tRNA-specific_translation_elongation_factor
rplM	BW25113_RS16750	3371582	3372010	50S_ribosomal_protein_L13
atpC	BW25113_RS19395	3908913	3909332	ATP_synthase_F<sub>1</sub>_complex_subunit_&epsilon;
cmoM	BW25113_RS04775	968993	969778	tRNA_<b>cmo</b><sup>5</sup>U34_methyltransferase
mepS	BW25113_RS11355	2263458	2264024	peptidoglycan_endopeptidase/peptidoglycan_L,D-carboxypeptidase
yciY	BW25113_RS25550	1303045	1303218	uncharacterized_protein_YciY
eutT	BW25113_RS12820	2566861	2567664	putative_ethanolamine_utilization_cobalamin_adenosyltransferase
rplF	BW25113_RS17135	3438966	3439499	50S_ribosomal_protein_L6
ulaC	BW25113_RS21795	4411525	4411989	L-ascorbate_specific_PTS_enzyme_IIA_component
chbA	BW25113_RS09080	1813712	1814062	<i>N,N'</i>-diacetylchitobiose-specific_PTS_enzyme_IIA_component
eptC	BW25113_RS20520	4138460	4140193	phosphoethanolamine_transferase_EptC
phoQ	BW25113_RS05875	1183772	1185232	sensor_histidine_kinase_PhoQ
yfjW	BW25113_RS13770	2766677	2768380	CP4-57_prophage;_uncharacterized_protein_YfjW
barA	BW25113_RS14490	2908416	2911172	sensor_histidine_kinase_BarA
avtA	BW25113_RS18540	3733065	3734318	valine&mdash;pyruvate_aminotransferase
rzoD	BW25113_RS25490	573783	573965	DLP12_prophage;_putative_prophage_lysis_lipoprotein_RzoD
yqeL	BW25113_RS25245	2983178	2983258	uncharacterized_protein_YqeL
ilvN	BW25113_RS19065	3844162	3844452	acetohydroxy_acid_synthase_I_subunit_IlvN
yfcL	BW25113_RS12140	2437370	2437648	PF08891_family_protein_YfcL
napB	BW25113_RS11495	2291748	2292197	periplasmic_nitrate_reductase_cytochrome_c<SUB>550</SUB>_protein
fumC	BW25113_RS08430	1679442	1680845	fumarase_C
yigE	BW25113_RS19805	3993652	3994416	DUF2233_domain-containing_protein_YigE
abgA	BW25113_RS07020	1397512	1398822	<i>p</i>-aminobenzoyl-glutamate_hydrolase_subunit_A
yjeV	BW25113_RS25810	4382709	4382762	uncharacterized_protein_YjeV
yhhA	BW25113_RS17845	3580303	3580743	DUF2756_domain-containing_protein_YhhA
ybaN	BW25113_RS02420	486338	486715	DUF454_domain-containing_inner_membrane_protein_YbaN
dicA	BW25113_RS08225	1642191	1642598	DNA-binding_transcriptional_dual_regulator_DicA
cecR	BW25113_RS04135	825428	826099	DNA-binding_transcriptional_dual_regulator_CecR
yciW	BW25113_RS06740	1343237	1344364	putative_peroxidase_YciW
yfdP	BW25113_RS12305	2467083	2467445	CPS-53_(KpLE1)_prophage;_uncharacterized_protein_YfdP
atpE	BW25113_RS19425	3914310	3914549	ATP_synthase_F<sub>o</sub>_complex_subunit_c
hcr	BW25113_RS04525	906638	907606	NADH_oxidoreductase
BW25113_RS10425	BW25113_RS10425	2062433	2063661	IS3-like_element_IS2_family_transposase
yhfS	BW25113_RS17495	3498294	3499379	putative_aminotransferase_YhfS
rbsA	BW25113_RS19485	3927138	3928643	ribose_ABC_transporter_ATP_binding_subunit
rsxG	BW25113_RS08535	1704461	1705081	SoxR_[2Fe-2S]_reducing_system_flavoprotein_RsxG
hycD	BW25113_RS14165	2839848	2840771	hydrogenase_3_membrane_subunit_HycD
deoB	BW25113_RS22830	4609420	4610643	phosphopentomutase
ybjO	BW25113_RS04455	893445	893933	YbjO_family_protein
yhhX	BW25113_RS17810	3573128	3574165	putative_oxidoreductase_YhhX
cobS	BW25113_RS10400	2057960	2058703	cobalamin_5'-phosphate_synthase
BW25113_RS19730	BW25113_RS19730	3976095	3976171	tRNA-Pro
rnpB	BW25113_RS23140	3263575	3263951	RNase_P_RNA_component_class_A
zntA	BW25113_RS17960	3599811	3602009	Zn<sup>2+</sup>/Cd<sup>2+</sup>/Pb<sup>2+</sup>_exporting_P-type_ATPase
hxpB	BW25113_RS09035	1803637	1804305	hexitol_phosphatase_B
cbl	BW25113_RS10375	2053445	2054395	DNA-binding_transcriptional_activator_Cbl
marA	BW25113_RS08025	1613831	1614214	DNA-binding_transcriptional_dual_regulator_MarA
BW25113_RS02910	BW25113_RS02910	577608	578234	class_I_SAM-dependent_methyltransferase
dcd	BW25113_RS10780	2135115	2135696	dCTP_deaminase
BW25113_RS06415	BW25113_RS06415	1282700	1282784	tRNA-Tyr
ybhF	BW25113_RS04125	822701	824437	ABC_exporter_ATP_binding_subunit_YbhF
bglG	BW25113_RS19355	3899091	3899927	transcriptional_antiterminator_BglG
yciE	BW25113_RS06555	1308975	1309481	DUF892_domain-containing_protein_YciE
frvB	BW25113_RS20240	4084275	4085726	putative_PTS_enzyme_IIBC_component_FrvB
ybiY	BW25113_RS04280	858068	858967	putative_pyruvate_formate-lyase_activating_enzyme_YbiY
dnaG	BW25113_RS15925	3204466	3206211	DNA_primase
mepM	BW25113_RS09735	1934570	1935892	peptidoglycan_endopeptidase_MepM
ylbE	BW25113_RS02665	543813	545072	DUF1116_domain-containing_protein_YlbE
ynaA	BW25113_RS07170	1420711	1421643	phage_tail_length_tape_measure_family_protein
rhlE	BW25113_RS04140	826328	827692	ATP-dependent_RNA_helicase_RhlE
rffC	BW25113_RS19680	3967827	3968501	dTDP-4-amino-4,6-dideoxy-D-galactose_acyltransferase
wzxE	BW25113_RS19690	3969638	3970888	lipid_III<sub>ECA</sub>_flippase
yjeO	BW25113_RS21610	4375521	4375835	DUF2645_domain-containing_inner_membrane_protein_YjeO
fusA	BW25113_RS17310	3464759	3466873	elongation_factor_G
BW25113_RS22240	BW25113_RS22240	4497283	4498434	IS30-like_element_IS30_family_transposase
pliG	BW25113_RS06130	1222527	1222928	inhibitor_of_g-type_lysozyme
BW25113_RS25900	BW25113_RS25900	4229984	4230127	hypothetical_protein
dinJ	BW25113_RS01145	242729	242989	antitoxin/DNA-binding_transcriptional_repressor_DinJ
mug	BW25113_RS15935	3208326	3208832	stationary_phase_mismatch/uracil_DNA_glycosylase
BW25113_RS14010	BW25113_RS14010	2811418	2811494	tRNA-Arg
kdgK	BW25113_RS18280	3672779	3673708	2-dehydro-3-deoxygluconokinase
setC	BW25113_RS19000	3830313	3831497	putative_arabinose_exporter
insI1	BW25113_RS01300	266314	267465	IS30_transposase
mraZ	BW25113_RS00405	86121	86579	DNA-binding_transcriptional_repressor_MraZ
yhhZ	BW25113_RS17820	3575223	3576401	putative_endonuclease_YhhZ
yhgN	BW25113_RS17785	3568431	3569024	MarC_family_putative_inner_membrane_protein_YhgN
lgoR	BW25113_RS22685	4584754	4585668	putative_DNA-binding_transcriptional_regulator_LgoR
nfuA	BW25113_RS17690	3538983	3539558	iron-sulfur_cluster_carrier_protein_NfuA
yjaB	BW25113_RS20815	4203608	4204051	peptidyl-lysine_<i>N</i>-acetyltransferase_YjaB
yjjV	BW25113_RS22800	4603298	4604077	putative_metal-dependent_hydrolase_YjjV
mrp	BW25113_RS11025	2186538	2187647	P-loop_NTPase_family_protein_Mrp
tyrP	BW25113_RS09980	1983162	1984373	tyrosine:H+_symporter
ydfJ	BW25113_RS08090	1625259	1626626	MHS_family_MFS_transporter
yibV	BW25113_RS18675	3762705	3763040	PF15596_family_protein_YibV
rnk	BW25113_RS03175	639013	639423	nucleoside_diphosphate_kinase_regulator
tig	BW25113_RS02260	450589	451887	trigger_factor
yiiS	BW25113_RS20350	4102895	4103194	DUF406_domain-containing_protein_YiiS
entD	BW25113_RS03030	604915	605535	phosphopantetheinyl_transferase_EntD
rclB	BW25113_RS01560	314042	314278	hypochlorite_stress_response_protein_RclB
flk	BW25113_RS12120	2431429	2432424	putative_flagella_assembly_protein
nikR	BW25113_RS18020	3611948	3612349	DNA-binding_transcriptional_repressor_NikR
ibaG	BW25113_RS16535	3329908	3330162	acid_stress_protein_IbaG
dtd	BW25113_RS20170	4070375	4070812	D-aminoacyl-tRNA_deacylase
uxaA	BW25113_RS16055	3235186	3236673	D-altronate_dehydratase
hiuH	BW25113_RS10290	2032437	2032850	hydroxyisourate_hydrolase_/_transthyretin-related_protein
alkA	BW25113_RS10795	2140173	2141021	DNA-3-methyladenine_glycosylase_2
yccE	BW25113_RS05205	1059492	1060748	uncharacterized_protein_YccE
hchA	BW25113_RS10275	2029316	2030167	protein/nucleic_acid_deglycase_1
rrf	BW25113_RS13520	2719430	2719545	5S_ribosomal_RNA
clpP	BW25113_RS02265	452133	452756	ATP-dependent_Clp_protease_proteolytic_subunit
yjjU	BW25113_RS22795	4602228	4603301	putative_patatin-like_phospholipase_YjjU
mqo	BW25113_RS11535	2298587	2300233	malate:quinone_oxidoreductase
BW25113_RS22745	BW25113_RS22745	4595896	4595982	tRNA-Leu
ygiW	BW25113_RS15695	3162643	3163035	BOF_family_protein_YgiW
yddE	BW25113_RS07680	1529222	1530115	PF02567_family_protein_YddE
napD	BW25113_RS11515	2296229	2296492	NapA_signal_peptide-binding_chaperone_NapD
prmC	BW25113_RS06310	1261550	1262383	protein-(glutamine-N5)_methyltransferase
potI	BW25113_RS04450	892540	893385	putrescine_ABC_transporter_membrane_subunit_PotI
yobF	BW25113_RS09550	1901705	1901848	DUF2527_domain-containing_protein_YobF
cdsA	BW25113_RS00875	192164	193021	CDP-diglyceride_synthetase
yfiR	BW25113_RS13590	2735234	2735752	DUF4154_domain-containing_protein_YfiR
crl	BW25113_RS01215	254316	254717	sigma_factor-binding_protein_Crl
